"agent","episode","environment_seed","agent_seed","horizon","reward","length","source_commit","checkpoint_sha256"
"heuristic","105","20361023","20361023","500","-0.4600","24","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","106","20361024","20361024","500","6.6600","26","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","107","20361025","20361025","500","0.1700","29","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","108","20361026","20361026","500","6.5500","27","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","109","20361027","20361027","500","6.4600","29","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","110","20361028","20361028","500","7.0600","46","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","111","20361029","20361029","500","6.5700","23","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","112","20361030","20361030","500","6.7800","41","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","113","20361031","20361031","500","6.4600","21","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","114","20361032","20361032","500","6.9600","41","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","115","20361033","20361033","500","0.1000","14","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","116","20361034","20361034","500","6.8600","36","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","117","20361035","20361035","500","6.5200","25","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","118","20361036","20361036","500","6.5400","23","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","119","20361037","20361037","500","6.9300","46","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","120","20361038","20361038","500","6.4200","14","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","121","20361039","20361039","500","6.5000","21","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","122","20361040","20361040","500","6.5200","22","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","123","20361041","20361041","500","7.0600","45","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","124","20361042","20361042","500","6.8800","37","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","125","20361043","20361043","500","7.1400","99","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","126","20361044","20361044","500","6.5200","18","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","127","20361045","20361045","500","6.6800","29","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","128","20361046","20361046","500","6.9800","46","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","129","20361047","20361047","500","6.5200","19","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","130","20361048","20361048","500","6.7400","41","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","131","20361049","20361049","500","6.5000","18","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","132","20361050","20361050","500","6.4200","29","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","133","20361051","20361051","500","6.9600","47","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","134","20361052","20361052","500","0.5400","26","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","135","20361053","20361053","500","6.8200","38","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","136","20361054","20361054","500","6.6800","28","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","137","20361055","20361055","500","0.5200","25","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","138","20361056","20361056","500","6.5800","39","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","139","20361057","20361057","500","6.8800","38","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","140","20361058","20361058","500","6.7200","29","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","141","20361059","20361059","500","6.4400","18","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","142","20361060","20361060","500","6.5600","20","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","143","20361061","20361061","500","0.0500","17","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","144","20361062","20361062","500","6.6400","29","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","145","20361063","20361063","500","6.9800","41","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","146","20361064","20361064","500","6.6100","28","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","147","20361065","20361065","500","6.9200","43","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","148","20361066","20361066","500","6.7200","30","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","149","20361067","20361067","500","6.5900","27","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","150","20361068","20361068","500","6.8800","42","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","151","20361069","20361069","500","6.6000","29","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","152","20361070","20361070","500","6.5900","25","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","153","20361071","20361071","500","6.7200","37","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","154","20361072","20361072","500","6.8000","35","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","155","20361073","20361073","500","-0.5800","44","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","156","20361074","20361074","500","6.6000","24","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","157","20361075","20361075","500","6.4400","27","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","158","20361076","20361076","500","6.4400","23","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","159","20361077","20361077","500","6.6000","23","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","160","20361078","20361078","500","-0.4300","15","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","161","20361079","20361079","500","6.5600","23","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","162","20361080","20361080","500","6.9400","42","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","163","20361081","20361081","500","6.5200","32","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","164","20361082","20361082","500","-0.4200","14","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","165","20361083","20361083","500","6.6200","39","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","166","20361084","20361084","500","6.6000","31","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","167","20361085","20361085","500","6.4800","20","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","168","20361086","20361086","500","0.6800","41","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","169","20361087","20361087","500","6.7200","28","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","170","20361088","20361088","500","6.7000","29","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","171","20361089","20361089","500","6.9200","39","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","172","20361090","20361090","500","7.0800","52","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","173","20361091","20361091","500","6.4800","18","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","174","20361092","20361092","500","0.4600","63","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","175","20361093","20361093","500","6.8200","44","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","176","20361094","20361094","500","0.4600","30","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","177","20361095","20361095","500","6.5000","19","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","178","20361096","20361096","500","6.5000","25","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","179","20361097","20361097","500","6.8700","61","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","180","20361098","20361098","500","6.7400","41","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","181","20361099","20361099","500","6.6800","29","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","182","20361100","20361100","500","0.3600","18","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","183","20361101","20361101","500","0.5000","23","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","184","20361102","20361102","500","7.1600","53","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","185","20361103","20361103","500","0.3600","16","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","186","20361104","20361104","500","0.3500","33","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","187","20361105","20361105","500","7.2300","68","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","188","20361106","20361106","500","6.6600","35","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","189","20361107","20361107","500","6.5400","21","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","190","20361108","20361108","500","6.6800","31","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","191","20361109","20361109","500","0.3500","23","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","192","20361110","20361110","500","0.0900","17","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","193","20361111","20361111","500","6.4200","18","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","194","20361112","20361112","500","7.0000","49","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","195","20361113","20361113","500","6.5600","23","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","196","20361114","20361114","500","6.7200","33","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","197","20361115","20361115","500","6.6400","25","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","198","20361116","20361116","500","6.7000","32","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"heuristic","199","20361117","20361117","500","0.5500","28","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","0","20360918","20360918","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","1","20360919","20360919","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","2","20360920","20360920","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","3","20360921","20360921","500","-0.1000","7","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","4","20360922","20360922","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","5","20360923","20360923","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","6","20360924","20360924","500","-0.1000","7","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","7","20360925","20360925","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","8","20360926","20360926","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","9","20360927","20360927","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","10","20360928","20360928","500","0.0200","8","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","11","20360929","20360929","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","12","20360930","20360930","500","0.0200","8","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","13","20360931","20360931","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","14","20360932","20360932","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","15","20360933","20360933","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","16","20360934","20360934","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","17","20360935","20360935","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","18","20360936","20360936","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","19","20360937","20360937","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","20","20360938","20360938","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","21","20360939","20360939","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","22","20360940","20360940","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","23","20360941","20360941","500","-0.5000","5","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","24","20360942","20360942","500","-0.5000","5","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","25","20360943","20360943","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","26","20360944","20360944","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","27","20360945","20360945","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","28","20360946","20360946","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","29","20360947","20360947","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","30","20360948","20360948","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","31","20360949","20360949","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","32","20360950","20360950","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","33","20360951","20360951","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","34","20360952","20360952","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","35","20360953","20360953","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","36","20360954","20360954","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","37","20360955","20360955","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","38","20360956","20360956","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","39","20360957","20360957","500","-0.1000","7","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","40","20360958","20360958","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","41","20360959","20360959","500","-0.5000","5","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","42","20360960","20360960","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","43","20360961","20360961","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","44","20360962","20360962","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","45","20360963","20360963","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","46","20360964","20360964","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","47","20360965","20360965","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","48","20360966","20360966","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","49","20360967","20360967","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","50","20360968","20360968","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","51","20360969","20360969","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","52","20360970","20360970","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","53","20360971","20360971","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","54","20360972","20360972","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","55","20360973","20360973","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","56","20360974","20360974","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","57","20360975","20360975","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","58","20360976","20360976","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","59","20360977","20360977","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","60","20360978","20360978","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","61","20360979","20360979","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","62","20360980","20360980","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","63","20360981","20360981","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","64","20360982","20360982","500","-0.5000","5","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","65","20360983","20360983","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","66","20360984","20360984","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","67","20360985","20360985","500","-0.1000","7","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","68","20360986","20360986","500","-0.1000","7","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","69","20360987","20360987","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","70","20360988","20360988","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","71","20360989","20360989","500","-0.1000","7","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","72","20360990","20360990","500","-0.1000","7","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","73","20360991","20360991","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","74","20360992","20360992","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","75","20360993","20360993","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","76","20360994","20360994","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","77","20360995","20360995","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","78","20360996","20360996","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","79","20360997","20360997","500","0.0200","8","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","80","20360998","20360998","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","81","20360999","20360999","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","82","20361000","20361000","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","83","20361001","20361001","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","84","20361002","20361002","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","85","20361003","20361003","500","-0.5000","5","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","86","20361004","20361004","500","0.0200","8","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","87","20361005","20361005","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","88","20361006","20361006","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","89","20361007","20361007","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","90","20361008","20361008","500","-0.5000","5","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","91","20361009","20361009","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","92","20361010","20361010","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","93","20361011","20361011","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","94","20361012","20361012","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","95","20361013","20361013","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","96","20361014","20361014","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","97","20361015","20361015","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","98","20361016","20361016","500","-0.4000","6","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","99","20361017","20361017","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","100","20361018","20361018","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","101","20361019","20361019","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","102","20361020","20361020","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","103","20361021","20361021","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","104","20361022","20361022","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","105","20361023","20361023","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","106","20361024","20361024","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","107","20361025","20361025","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","108","20361026","20361026","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","109","20361027","20361027","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","110","20361028","20361028","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","111","20361029","20361029","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","112","20361030","20361030","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","113","20361031","20361031","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","114","20361032","20361032","500","-0.5000","5","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","115","20361033","20361033","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","116","20361034","20361034","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","117","20361035","20361035","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","118","20361036","20361036","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","119","20361037","20361037","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","120","20361038","20361038","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","121","20361039","20361039","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","122","20361040","20361040","500","-0.1000","7","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","123","20361041","20361041","500","0.0200","8","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","124","20361042","20361042","500","-0.1000","7","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","125","20361043","20361043","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","126","20361044","20361044","500","0.0200","8","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","127","20361045","20361045","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","128","20361046","20361046","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","129","20361047","20361047","500","-0.5000","5","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","130","20361048","20361048","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","131","20361049","20361049","500","-0.5000","5","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","132","20361050","20361050","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","133","20361051","20361051","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","134","20361052","20361052","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","135","20361053","20361053","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","136","20361054","20361054","500","-0.5000","5","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","137","20361055","20361055","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","138","20361056","20361056","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","139","20361057","20361057","500","-0.5000","5","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","140","20361058","20361058","500","-0.1000","7","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","141","20361059","20361059","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","142","20361060","20361060","500","0.0200","8","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","143","20361061","20361061","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","144","20361062","20361062","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","145","20361063","20361063","500","0.0200","8","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","146","20361064","20361064","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","147","20361065","20361065","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","148","20361066","20361066","500","-0.6000","4","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","149","20361067","20361067","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","150","20361068","20361068","500","-0.5000","5","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","151","20361069","20361069","500","-0.8000","2","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","152","20361070","20361070","500","-0.9000","1","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
"greedy","153","20361071","20361071","500","-0.7000","3","8c368f91e556e75a90356dbf3f9ffa47990c6f4a",""
